# Кандидаты для аутрича (без крупных сетей)
# Сайтов с email: 1024
# Формат: site | email1; email2; ...

https://mial-soft.ru | mial-soft@mail.ru
https://ivbvgroup.ru | info@ivbvgroup.ru
https://bcobninsk.ru | inbox@bcobninsk.ru; 1cbo@bcobninsk.ru
https://softteampro.uz | info@softteampro.uz
https://www.rit-group.ru | client@rit-group.ru
https://1concept.ru | info@1concept.ru
https://net-consult.ru | sales@net-consult.ru
https://portal-z.ru | manager@portal-z.ru
https://cleverbp.ru | help@cleverbp.ru
https://osnova-it.ru | info@osnova-it.ru
https://itob.ru | info@itob.ru; sale@itob.ru; support@itob.ru
https://www.itburo.org | info@itburo.org
https://logasoftspb.ru | sale@logasoft.ru; centr1c-spb@logasoft.ru
https://www.vachkons.ru | eov@vachkons.ru
https://daxgroup.kz | info@daxgroup.ru; info@daxgroup.kg; info@dax-group.kz
https://com-pro.ru | info@com-pro.ru
https://bp1c.ru | businesspuls.1c@gmail.com
https://gem.kz | gem@gem.kz
https://www.evminform.ru | mail@evminform.ru
https://nastroyss.ru | info@lgks.ru
https://24specialist.ru | mail@24specialist.ru
https://itrang.ru | info@itrang.ru
https://bmt1c.ru | info@bmt1c.ru; support@bmt1c.ru
https://1cca.ru | zakaz@1cca.ru
https://xn----7sbybc6agioz.xn--p1ai | office@it-profi.su
https://www.geekspace.ru | zapros@geekspace.ru; marketing@geekspace.ru; partners@geekspace.ru
https://elit1c.ru | info@elit1c.ru
https://prof-it.ru | helpdesk@prof-it.ru; haleevra@prof-it.ru; irene@prof-it.ru; olga@prof-it.ru; koulych@prof-it.ru; smeta@prof-it.ru
https://105.ooo | 105@koderline.com; vovodkov@koderline.com; ovodkovv@yandex.ru
https://www.uvelirsoft.ru | info@uvelirsoft.ru; hotline@uvelirsoft.ru; makd@uvelirsoft.ru
https://1c.platforma-it.ru | info@platforma-it.ru
https://www.kac.kz | kac@kac.kz; astana@kac.kz; sulimiy@kac.kz
https://sps-office.ru | sps-office@mail.ru
https://www.vcformula.ru | office@vcformula.ru
https://1c-antares.ru | help@1c-antares.ru
https://north-soft.ru | info@north-soft.ru
https://ericos-csp.ru | smetahl@ericos-csp.ru; smeta@ericos-csp.ru
https://uspeh-1c.ru | 1c_uspeh@mail.ru
https://bsp.tagras.ru | bsplatforma@tagras.ru; proresurs@tagras.ru
https://vazs.ru | info@insoftlada.ru
https://www.inkast.ru | info@inkast.ru
